deviceGroupName,site_name,lat,lon
M11633,CENTRO ESCOLAR REPUBLICA DE PANAMA,13.713485,-89.181225
M11642,CENTRO ESCOLAR UNIÓN CENTROAMERICANA,13.696967,-89.186607
M11643,CENTRO ESCOLAR NICOLAS J. BRAN,13.693882,-89.212685
M11646,CENTRO ESCOLAR  JUAN RAFAEL MORA,13.690658,-89.201577
M11649,CENTRO ESCOLAR  BARRIO BELEN,13.712801,-89.194711
M11652,CENTRO ESCOLAR GUSTAVO MARROQUÍN,13.701665,-89.191648
M11654,CENTRO ESCOLAR MERCEDES QUINTERO,13.713146,-89.18177
M11658,CENTRO ESCOLAR ESPAÑA,13.715926,-89.205922
M11662,CENTRO ESCOLAR 5 DE NOVIEMBRE,13.695516,-89.178002
M11666,CENTRO ESCOLAR REPUBLICA DE ARGENTINA,13.696197,-89.188357
M11670,CENTRO ESCOLAR JUAN ABERLE,13.706166,-89.175466
M11671,COMPLEJO EDUCATIVO CONCHA VIUDA DE ESCALÓN,13.705279,-89.237411
M11672,CENTRO ESCOLAR REPUBLICA DE ALEMANIA,13.718318,-89.181101
M11673,CENTRO ESCOLAR REPUBLICA DE COLOMBIA,13.702122,-89.192047
M11681,CENTRO ESCOLAR FRANCISCO A GAMBOA,13.701014,-89.186278
M88125,ESCUELA PARROQUIAL DE SAN JOSE DE LA MONTAÑA,13.70346137,-89.2249294
M11682,CENTRO ESCOLAR CAMILO CAMPOS,13.64219,-89.117884
M11683,CENTRO ESCOLAR JOSE MARIANO CALDERON,13.641288,-89.120023
M11687,CENTRO ESCOLAR CANTON LA CUCHILLA,13.634614,-89.106018
M14799,INSTITUTO NACIONAL DE SANTIAGO TEXACUANGOS,13.63929,-89.121515
M11691,CENTRO ESCOLAR DOCTOR ANTONIO DIAZ,13.651878,-89.152526
M11694,INSTITUTO NACIONAL SIMÓN BOLIVAR,13.643858,-89.13458
M11696,CENTRO ESCOLAR RUBEN DARIO,13.642825,-89.132485
M70077,CENTRO ESCOLAR  CANTÓN CUAPA,13.663974,-89.152245
M70083,CENTRO ESCOLAR  CANTÓN  POTRERILLOS,13.693576,-89.161232
M10086,CENTRO ESCOLAR LA CAMPANERA,13.740426,-89.138868
M11702,COMPLEJO EDUCATIVO EL PROGRESO,13.721693,-89.117722
M11703,COMPLEJO EDUCATIVO  MONTES DE SAN BARTOLO IV,13.722322,-89.13073
M11706,CENTRO ESCOLAR  URBANIZACION LOS ANGELES,13.719525,-89.124907
M11707,INSTITUTO NACIONAL  DE  SOYAPANGO,13.706019,-89.15379
M11709,CENTRO ESCOLAR  REPARTO SAN JOSE II,13.725834,-89.12418
M11713,CENTRO ESCOLAR  JARDINES DE MONTE BLANCO,13.71665,-89.121975
M11714,CENTRO ESCOLAR REPARTO GUADALUPE,13.706088,-89.140165
M11719,CENTRO ESCOLAR 14 DE DICIEMBRE DE 1948,13.726888,-89.139395
M11720,CENTRO ESCOLAR JOSÉ MARTÍ,13.688508,-89.134056
M11721,COMPLEJO EDUCATIVO  BUENA VISTA,13.69856,-89.156865
M11726,CENTRO ESCOLAR  COLONIA LOS ALPES,13.707716,-89.161645
M11727,CENTRO ESCOLAR  COLONIA LAS BRISAS,13.694628,-89.148757
M11728,CENTRO ESCOLAR  COLONIA 22 DE ABRIL,13.696742,-89.160064
M11734,CENTRO ESCOLAR REINO DE DINAMARCA,13.702345,-89.142459
M11737,CENTRO ESCOLAR  CAMPAMENTO MORAZAN,13.697192,-89.137576
M14818,COMPLEJO EDUCATIVO SANTA EDUVIGES,13.723708,-89.133543
M70085,"CENTRO ESCOLAR  CASERÍO RÍO LAS CAÑAS, CANTÓN EL TRANSITO",13.734915,-89.120375
M10246,CENTRO ESCOLAR COMUNIDAD NUEVA JERUSALÉN,13.810071,-89.148498
M11742,INSTITUTO NACIONAL  DE TONACATEPEQUE,13.780219,-89.120159
M11743,CENTRO ESCOLAR ROSENDO RODRÍGUEZ,13.74575,-89.10717
M11744,CENTRO ESCOLAR  PROFESOR SALVADOR CAÑAS,13.761525,-89.096521
M11753,CENTRO ESCOLAR  PROFESOR EMILIO URRUTIA LOPEZ,13.781426,-89.121265
M70089,"CENTRO ESCOLAR  CASERÍO VALLE NUEVO, CANTÓN LAS FLORES",13.798867,-89.138713
M70090,"CENTRO ESCOLAR CASERÍO LOS ANZORA, CANTÓN MALACOFF",13.750314,-89.090254
M11758,CENTRO ESCOLAR  COLONIA FLORENCIA,13.775371,-89.170485
M11766,CENTRO ESCOLAR  ISAURA HERNANDEZ DE MAYORA,13.775775,-89.158026
M11778,CENTRO ESCOLAR  CANTON SAN LAUREANO,13.768988,-89.144665
M11780,CENTRO ESCOLAR  PEDRO PABLO CASTILLO,13.729252,-89.16909
M11781,CENTRO ESCOLAR JUANA LOPEZ,13.717856,-89.167649
M11782,COMPLEJO EDUCATIVO REFUGIO SIFONTES,13.726177,-89.167616
M14732,INSTITUTO NACIONAL DE CIUDAD DELGADO,13.743521,-89.169484
M60185,CENTRO ESCOLAR COMUNIDAD SAN FERNANDO,13.737748,-89.16396
M86384,"CENTRO ESCOLAR COMUNIDAD LOS LLANITOS, CANTÓN CABAÑA ABAJO",13.788448,-89.16731
M74005,COMPLEJO EDUCATIVO  CANTÓN JOYAS DE GIRON,13.605783,-89.148184
M74006,CENTRO ESCOLAR PROFESORA SALVADORA PEREZ VDA. DE RIVERA,13.507381,-89.107595
M74012,CENTRO ESCOLAR  CANTÓN SAN ANTONIO LA LOMA,13.57145,-89.021106
M74015,CENTRO ESCOLAR  CANTÓN SAN JOSÉ DE LA MONTAÑA,13.615002,-89.049051
M74093,CENTRO ESCOLAR CANTÓN LA ESPERANZA,13.586615,-88.99961
M74027,"COMPLEJO EDUCATIVO LOTIFICACIÓN COMALAPA, CANTÓN LA CUCHILLA COMALAPA",13.4996,-89.070554
M74030,"CENTRO ESCOLAR  CASERÍO LOT. SANTA CRISTINA, CANTÓN LA CUCHILLA COMALAPA",13.481495,-89.071808
M74091,"CENTRO ESCOLAR  CASERÍO LOTIFICACIÓN MARISCAL, CANTÓN NUEVO EDÉN",13.469089,-89.087512
M12003,CENTRO ESCOLAR CANTON LAS HOJAS,13.359921,-89.044002
M60274,"CENTRO ESCOLAR CASERÍO EL CASTAÑO, CANTÓN LAS ISLETAS",13.391212,-89.017996
M74040,CENTRO ESCOLAR  CANTÓN SAN JOSÉ LUNA,13.41574,-89.048487
M12031,INSTITUTO NACIONAL PROFESOR FRANCISCO GUERRERO,13.501884,-88.923504
M12072,COMPLEJO EDUCATIVO  DOCTOR JOAQUÍN JULE GÁLVEZ,13.507718,-88.93584
M12073,CENTRO ESCOLAR ESTADOS UNIDOS DE AMERICA,13.519211,-88.932667
M12076,CENTRO ESCOLAR DOCTOR HERMOGENES ALVARADO,13.508573,-88.939895
M74059,"CENTRO ESCOLAR  CASERÍO  EL ESPÍRITU SANTO, CANTÓN SAN SEBASTIAN ABAJO.",13.523707,-88.93178
M74060,CENTRO ESCOLAR CANTÓN SANTA CRUZ LOMA,13.554956,-88.928405
M86242,"CENTRO ESCOLAR CASERÍO SANTA RITA, CANTÓN LAS GUARUMAS",13.4384,-88.968189
M86376,CENTRO ESCOLAR CANTÓN SANTA RITA ALMENDRO,13.569161,-88.974675
M12081,CENTRO ESCOLAR PROFESOR ADOLFO DE JESUS MARQUEZ,13.558694,-89.060429
M12088,CENTRO ESCOLAR CANTON PENITENTE ABAJO,13.492235,-88.886751
M12091,CENTRO ESCOLAR COLONIA EL CARMEN,13.495312,-88.859198
M12095,CENTRO ESCOLAR CANTON SAN MARCOS DE LA CRUZ,13.431915,-88.819979
M12096,CENTRO ESCOLAR CANTON LAS TABLAS,13.409373,-88.875975
M12104,CENTRO ESCOLAR CANTÓN LA LUCHA,13.467044,-88.844681
M12112,CENTRO ESCOLAR CANTON SAN FRANCISCO LOS REYES,13.434557,-88.845765
M12113,CENTRO ESCOLAR JOSE VAQUERANO,13.509824,-88.882912
M12115,CENTRO ESCOLAR CANTON TIERRA BLANCA,13.455217,-88.883284
M12116,CENTRO ESCOLAR SAN AGUSTIN,13.504179,-88.869318
M12117,COMPLEJO EDUCATIVO PROFESOR CARLOS LOBATO,13.512555,-88.872742
M12122,CENTRO ESCOLAR 15 DE SEPTIEMBRE,13.512293,-88.872848
M12123,CENTRO ESCOLAR CLAUDIA LARS,13.508417,-88.875354
M74068,"CENTRO ESCOLAR CASERÍO PAREDES, CANTÓN LA LUCHA.",13.451875,-88.832335
M74069,"CENTRO ESCOLAR  CASERÍO EL RECUERDO, CANTÓN LAS TABLAS.",13.463902,-88.873396
M74070,CENTRO ESCOLAR  CANTÓN SAN JOSÉ DE LA MONTAÑA,13.317861,-88.819041
M74071,CENTRO ESCOLAR  CORONEL JAIME MAURICIO GUZMÁN MORALES,13.319001,-88.807405
M12128,COMPLEJO EDUCATIVO ÁNGELA SCORSONELLI,13.353037,-88.943416
M74079,"CENTRO ESCOLAR  PLAYA DORADA,",13.29364,-88.8874
M74084,CENTRO ESCOLAR CANTÓN SAN SEBASTIAN EL CHINGO,13.351146,-88.903475
M74086,CENTRO ESCOLAR  CANTÓN LA CALZADA,13.330604,-88.890248
